wavelength,value
2813.00,0.6677
2812.00,0.6651
2811.00,0.6625
2810.00,0.6599
2809.00,0.6572
2808.00,0.6544
2807.00,0.6515
2806.00,0.6488
2805.00,0.6462
2804.00,0.6438
2803.00,0.6416
2802.00,0.6395
2801.00,0.6377
2800.00,0.6359
2799.00,0.6343
2798.00,0.6328
2797.00,0.6314
2796.00,0.6299
2795.00,0.6285
2794.00,0.6272
2793.00,0.6262
2792.00,0.6252
2791.00,0.6243
2790.00,0.6235
2789.00,0.6228
2788.00,0.6220
2787.00,0.6211
2786.00,0.6203
2785.00,0.6196
2784.00,0.6190
2783.00,0.6184
2782.00,0.6179
2781.00,0.6175
2780.00,0.6170
2779.00,0.6165
2778.00,0.6162
2777.00,0.6159
2776.00,0.6157
2775.00,0.6154
2774.00,0.6150
2773.00,0.6146
2772.00,0.6141
2771.00,0.6137
2770.00,0.6134
2769.00,0.6132
2768.00,0.6129
2767.00,0.6126
2766.00,0.6123
2765.00,0.6122
2764.00,0.6120
2763.00,0.6118
2762.00,0.6116
2761.00,0.6115
2760.00,0.6114
2759.00,0.6114
2758.00,0.6114
2757.00,0.6114
2756.00,0.6114
2755.00,0.6114
2754.00,0.6115
2753.00,0.6117
2752.00,0.6119
2751.00,0.6123
2750.00,0.6127
2749.00,0.6132
2748.00,0.6136
2747.00,0.6140
2746.00,0.6143
2745.00,0.6146
2744.00,0.6149
2743.00,0.6150
2742.00,0.6152
2741.00,0.6152
2740.00,0.6153
2739.00,0.6154
2738.00,0.6156
2737.00,0.6156
2736.00,0.6156
2735.00,0.6154
2734.00,0.6153
2733.00,0.6152
2732.00,0.6151
2731.00,0.6150
2730.00,0.6150
2729.00,0.6151
2728.00,0.6152
2727.00,0.6153
2726.00,0.6153
2725.00,0.6153
2724.00,0.6152
2723.00,0.6150
2722.00,0.6149
2721.00,0.6147
2720.00,0.6144
2719.00,0.6142
2718.00,0.6139
2717.00,0.6137
2716.00,0.6134
2715.00,0.6131
2714.00,0.6127
2713.00,0.6122
2712.00,0.6116
2711.00,0.6111
2710.00,0.6107
2709.00,0.6103
2708.00,0.6098
2707.00,0.6092
2706.00,0.6087
2705.00,0.6081
2704.00,0.6074
2703.00,0.6068
2702.00,0.6062
2701.00,0.6055
2700.00,0.6047
2699.00,0.6039
2698.00,0.6030
2697.00,0.6022
2696.00,0.6013
2695.00,0.6004
2694.00,0.5995
2693.00,0.5985
2692.00,0.5975
2691.00,0.5965
2690.00,0.5955
2689.00,0.5945
2688.00,0.5934
2687.00,0.5922
2686.00,0.5911
2685.00,0.5899
2684.00,0.5888
2683.00,0.5876
2682.00,0.5864
2681.00,0.5852
2680.00,0.5839
2679.00,0.5827
2678.00,0.5815
2677.00,0.5802
2676.00,0.5790
2675.00,0.5778
2674.00,0.5766
2673.00,0.5754
2672.00,0.5741
2671.00,0.5729
2670.00,0.5717
2669.00,0.5706
2668.00,0.5693
2667.00,0.5680
2666.00,0.5668
2665.00,0.5658
2664.00,0.5648
2663.00,0.5639
2662.00,0.5630
2661.00,0.5621
2660.00,0.5611
2659.00,0.5602
2658.00,0.5595
2657.00,0.5588
2656.00,0.5581
2655.00,0.5574
2654.00,0.5567
2653.00,0.5561
2652.00,0.5556
2651.00,0.5552
2650.00,0.5548
2649.00,0.5545
2648.00,0.5541
2647.00,0.5538
2646.00,0.5535
2645.00,0.5533
2644.00,0.5531
2643.00,0.5530
2642.00,0.5529
2641.00,0.5528
2640.00,0.5527
2639.00,0.5527
2638.00,0.5528
2637.00,0.5530
2636.00,0.5532
2635.00,0.5533
2634.00,0.5535
2633.00,0.5536
2632.00,0.5537
2631.00,0.5539
2630.00,0.5541
2629.00,0.5543
2628.00,0.5544
2627.00,0.5545
2626.00,0.5546
2625.00,0.5547
2624.00,0.5547
2623.00,0.5548
2622.00,0.5549
2621.00,0.5549
2620.00,0.5549
2619.00,0.5549
2618.00,0.5550
2617.00,0.5551
2616.00,0.5553
2615.00,0.5553
2614.00,0.5554
2613.00,0.5553
2612.00,0.5552
2611.00,0.5551
2610.00,0.5549
2609.00,0.5548
2608.00,0.5547
2607.00,0.5546
2606.00,0.5544
2605.00,0.5543
2604.00,0.5541
2603.00,0.5539
2602.00,0.5538
2601.00,0.5536
2600.00,0.5533
2599.00,0.5529
2598.00,0.5526
2597.00,0.5523
2596.00,0.5520
2595.00,0.5517
2594.00,0.5514
2593.00,0.5511
2592.00,0.5507
2591.00,0.5503
2590.00,0.5500
2589.00,0.5496
2588.00,0.5492
2587.00,0.5488
2586.00,0.5484
2585.00,0.5479
2584.00,0.5475
2583.00,0.5469
2582.00,0.5464
2581.00,0.5459
2580.00,0.5454
2579.00,0.5449
2578.00,0.5444
2577.00,0.5439
2576.00,0.5434
2575.00,0.5429
2574.00,0.5423
2573.00,0.5417
2572.00,0.5411
2571.00,0.5405
2570.00,0.5400
2569.00,0.5396
2568.00,0.5392
2567.00,0.5388
2566.00,0.5383
2565.00,0.5378
2564.00,0.5373
2563.00,0.5367
2562.00,0.5361
2561.00,0.5354
2560.00,0.5346
2559.00,0.5338
2558.00,0.5329
2557.00,0.5321
2556.00,0.5311
2555.00,0.5301
2554.00,0.5291
2553.00,0.5281
2552.00,0.5270
2551.00,0.5260
2550.00,0.5250
2549.00,0.5239
2548.00,0.5228
2547.00,0.5217
2546.00,0.5205
2545.00,0.5194
2544.00,0.5183
2543.00,0.5173
2542.00,0.5162
2541.00,0.5152
2540.00,0.5141
2539.00,0.5130
2538.00,0.5120
2537.00,0.5111
2536.00,0.5103
2535.00,0.5095
2534.00,0.5088
2533.00,0.5080
2532.00,0.5072
2531.00,0.5065
2530.00,0.5058
2529.00,0.5052
2528.00,0.5047
2527.00,0.5042
2526.00,0.5037
2525.00,0.5033
2524.00,0.5029
2523.00,0.5026
2522.00,0.5022
2521.00,0.5018
2520.00,0.5014
2519.00,0.5010
2518.00,0.5006
2517.00,0.5003
2516.00,0.5001
2515.00,0.4998
2514.00,0.4996
2513.00,0.4994
2512.00,0.4992
2511.00,0.4991
2510.00,0.4990
2509.00,0.4990
2508.00,0.4990
2507.00,0.4990
2506.00,0.4990
2505.00,0.4990
2504.00,0.4991
2503.00,0.4991
2502.00,0.4991
2501.00,0.4991
2500.00,0.4991
2499.00,0.4991
2498.00,0.4991
2497.00,0.4991
2496.00,0.4991
2495.00,0.4991
2494.00,0.4991
2493.00,0.4990
2492.00,0.4990
2491.00,0.4989
2490.00,0.4989
2489.00,0.4988
2488.00,0.4987
2487.00,0.4986
2486.00,0.4985
2485.00,0.4985
2484.00,0.4984
2483.00,0.4983
2482.00,0.4982
2481.00,0.4981
2480.00,0.4980
2479.00,0.4978
2478.00,0.4977
2477.00,0.4976
2476.00,0.4975
2475.00,0.4974
2474.00,0.4972
2473.00,0.4971
2472.00,0.4968
2471.00,0.4966
2470.00,0.4965
2469.00,0.4964
2468.00,0.4962
2467.00,0.4960
2466.00,0.4957
2465.00,0.4954
2464.00,0.4951
2463.00,0.4947
2462.00,0.4943
2461.00,0.4939
2460.00,0.4936
2459.00,0.4932
2458.00,0.4927
2457.00,0.4922
2456.00,0.4916
2455.00,0.4910
2454.00,0.4904
2453.00,0.4899
2452.00,0.4892
2451.00,0.4886
2450.00,0.4879
2449.00,0.4872
2448.00,0.4865
2447.00,0.4858
2446.00,0.4851
2445.00,0.4844
2444.00,0.4837
2443.00,0.4830
2442.00,0.4822
2441.00,0.4814
2440.00,0.4807
2439.00,0.4800
2438.00,0.4794
2437.00,0.4788
2436.00,0.4781
2435.00,0.4775
2434.00,0.4768
2433.00,0.4762
2432.00,0.4756
2431.00,0.4750
2430.00,0.4744
2429.00,0.4739
2428.00,0.4733
2427.00,0.4728
2426.00,0.4722
2425.00,0.4717
2424.00,0.4710
2423.00,0.4703
2422.00,0.4697
2421.00,0.4692
2420.00,0.4687
2419.00,0.4682
2418.00,0.4677
2417.00,0.4672
2416.00,0.4667
2415.00,0.4662
2414.00,0.4658
2413.00,0.4654
2412.00,0.4650
2411.00,0.4645
2410.00,0.4640
2409.00,0.4634
2408.00,0.4629
2407.00,0.4624
2406.00,0.4619
2405.00,0.4614
2404.00,0.4608
2403.00,0.4602
2402.00,0.4596
2401.00,0.4591
2400.00,0.4585
2399.00,0.4579
2398.00,0.4573
2397.00,0.4568
2396.00,0.4562
2395.00,0.4556
2394.00,0.4550
2393.00,0.4545
2392.00,0.4540
2391.00,0.4535
2390.00,0.4531
2389.00,0.4526
2388.00,0.4521
2387.00,0.4516
2386.00,0.4511
2385.00,0.4506
2384.00,0.4500
2383.00,0.4494
2382.00,0.4487
2381.00,0.4482
2380.00,0.4477
2379.00,0.4473
2378.00,0.4469
2377.00,0.4465
2376.00,0.4461
2375.00,0.4457
2374.00,0.4453
2373.00,0.4449
2372.00,0.4446
2371.00,0.4444
2370.00,0.4443
2369.00,0.4441
2368.00,0.4436
2367.00,0.4430
2366.00,0.4424
2365.00,0.4419
2364.00,0.4413
2363.00,0.4406
2362.00,0.4399
2361.00,0.4394
2360.00,0.4390
2359.00,0.4385
2358.00,0.4381
2357.00,0.4377
2356.00,0.4373
2355.00,0.4368
2354.00,0.4364
2353.00,0.4361
2352.00,0.4355
2351.00,0.4350
2350.00,0.4346
2349.00,0.4344
2348.00,0.4342
2347.00,0.4337
2346.00,0.4330
2345.00,0.4322
2344.00,0.4317
2343.00,0.4314
2342.00,0.4312
2341.00,0.4309
2340.00,0.4305
2339.00,0.4300
2338.00,0.4297
2337.00,0.4295
2336.00,0.4292
2335.00,0.4287
2334.00,0.4283
2333.00,0.4278
2332.00,0.4273
2331.00,0.4268
2330.00,0.4265
2329.00,0.4261
2328.00,0.4258
2327.00,0.4255
2326.00,0.4252
2325.00,0.4249
2324.00,0.4246
2323.00,0.4243
2322.00,0.4242
2321.00,0.4243
2320.00,0.4243
2319.00,0.4242
2318.00,0.4241
2317.00,0.4239
2316.00,0.4237
2315.00,0.4233
2314.00,0.4229
2313.00,0.4225
2312.00,0.4222
2311.00,0.4221
2310.00,0.4220
2309.00,0.4218
2308.00,0.4217
2307.00,0.4215
2306.00,0.4214
2305.00,0.4212
2304.00,0.4211
2303.00,0.4210
2302.00,0.4209
2301.00,0.4208
2300.00,0.4206
2299.00,0.4204
2298.00,0.4203
2297.00,0.4201
2296.00,0.4199
2295.00,0.4197
2294.00,0.4196
2293.00,0.4194
2292.00,0.4192
2291.00,0.4190
2290.00,0.4188
2289.00,0.4187
2288.00,0.4186
2287.00,0.4184
2286.00,0.4183
2285.00,0.4182
2284.00,0.4180
2283.00,0.4178
2282.00,0.4176
2281.00,0.4173
2280.00,0.4171
2279.00,0.4168
2278.00,0.4166
2277.00,0.4164
2276.00,0.4162
2275.00,0.4160
2274.00,0.4158
2273.00,0.4157
2272.00,0.4156
2271.00,0.4154
2270.00,0.4153
2269.00,0.4151
2268.00,0.4149
2267.00,0.4146
2266.00,0.4144
2265.00,0.4141
2264.00,0.4139
2263.00,0.4136
2262.00,0.4133
2261.00,0.4130
2260.00,0.4128
2259.00,0.4124
2258.00,0.4121
2257.00,0.4118
2256.00,0.4115
2255.00,0.4113
2254.00,0.4110
2253.00,0.4107
2252.00,0.4104
2251.00,0.4102
2250.00,0.4099
2249.00,0.4097
2248.00,0.4094
2247.00,0.4091
2246.00,0.4088
2245.00,0.4086
2244.00,0.4084
2243.00,0.4081
2242.00,0.4079
2241.00,0.4077
2240.00,0.4075
2239.00,0.4073
2238.00,0.4071
2237.00,0.4069
2236.00,0.4067
2235.00,0.4065
2234.00,0.4063
2233.00,0.4062
2232.00,0.4060
2231.00,0.4059
2230.00,0.4057
2229.00,0.4054
2228.00,0.4051
2227.00,0.4049
2226.00,0.4047
2225.00,0.4046
2224.00,0.4044
2223.00,0.4042
2222.00,0.4040
2221.00,0.4037
2220.00,0.4035
2219.00,0.4033
2218.00,0.4031
2217.00,0.4029
2216.00,0.4027
2215.00,0.4025
2214.00,0.4023
2213.00,0.4020
2212.00,0.4018
2211.00,0.4016
2210.00,0.4014
2209.00,0.4012
2208.00,0.4010
2207.00,0.4007
2206.00,0.4005
2205.00,0.4003
2204.00,0.4001
2203.00,0.4000
2202.00,0.3998
2201.00,0.3996
2200.00,0.3994
2199.00,0.3992
2198.00,0.3991
2197.00,0.3989
2196.00,0.3987
2195.00,0.3985
2194.00,0.3983
2193.00,0.3982
2192.00,0.3980
2191.00,0.3978
2190.00,0.3977
2189.00,0.3975
2188.00,0.3974
2187.00,0.3972
2186.00,0.3971
2185.00,0.3971
2184.00,0.3969
2183.00,0.3968
2182.00,0.3967
2181.00,0.3966
2180.00,0.3967
2179.00,0.3967
2178.00,0.3968
2177.00,0.3968
2176.00,0.3969
2175.00,0.3968
2174.00,0.3967
2173.00,0.3966
2172.00,0.3964
2171.00,0.3962
2170.00,0.3960
2169.00,0.3959
2168.00,0.3957
2167.00,0.3955
2166.00,0.3953
2165.00,0.3950
2164.00,0.3948
2163.00,0.3946
2162.00,0.3944
2161.00,0.3942
2160.00,0.3940
2159.00,0.3938
2158.00,0.3936
2157.00,0.3934
2156.00,0.3933
2155.00,0.3931
2154.00,0.3930
2153.00,0.3928
2152.00,0.3926
2151.00,0.3925
2150.00,0.3924
2149.00,0.3923
2148.00,0.3922
2147.00,0.3921
2146.00,0.3919
2145.00,0.3918
2144.00,0.3916
2143.00,0.3915
2142.00,0.3914
2141.00,0.3913
2140.00,0.3912
2139.00,0.3910
2138.00,0.3909
2137.00,0.3907
2136.00,0.3906
2135.00,0.3905
2134.00,0.3904
2133.00,0.3903
2132.00,0.3901
2131.00,0.3900
2130.00,0.3899
2129.00,0.3897
2128.00,0.3896
2127.00,0.3895
2126.00,0.3895
2125.00,0.3894
2124.00,0.3894
2123.00,0.3893
2122.00,0.3892
2121.00,0.3890
2120.00,0.3889
2119.00,0.3888
2118.00,0.3887
2117.00,0.3886
2116.00,0.3886
2115.00,0.3885
2114.00,0.3884
2113.00,0.3883
2112.00,0.3882
2111.00,0.3880
2110.00,0.3878
2109.00,0.3876
2108.00,0.3874
2107.00,0.3872
2106.00,0.3869
2105.00,0.3867
2104.00,0.3865
2103.00,0.3862
2102.00,0.3860
2101.00,0.3857
2100.00,0.3855
2099.00,0.3853
2098.00,0.3851
2097.00,0.3849
2096.00,0.3846
2095.00,0.3844
2094.00,0.3841
2093.00,0.3839
2092.00,0.3837
2091.00,0.3834
2090.00,0.3832
2089.00,0.3830
2088.00,0.3828
2087.00,0.3825
2086.00,0.3823
2085.00,0.3821
2084.00,0.3819
2083.00,0.3817
2082.00,0.3814
2081.00,0.3811
2080.00,0.3809
2079.00,0.3807
2078.00,0.3805
2077.00,0.3802
2076.00,0.3799
2075.00,0.3796
2074.00,0.3793
2073.00,0.3790
2072.00,0.3788
2071.00,0.3785
2070.00,0.3782
2069.00,0.3779
2068.00,0.3776
2067.00,0.3773
2066.00,0.3770
2065.00,0.3768
2064.00,0.3765
2063.00,0.3763
2062.00,0.3760
2061.00,0.3758
2060.00,0.3755
2059.00,0.3752
2058.00,0.3749
2057.00,0.3746
2056.00,0.3744
2055.00,0.3741
2054.00,0.3738
2053.00,0.3736
2052.00,0.3733
2051.00,0.3731
2050.00,0.3728
2049.00,0.3725
2048.00,0.3723
2047.00,0.3720
2046.00,0.3718
2045.00,0.3716
2044.00,0.3714
2043.00,0.3711
2042.00,0.3709
2041.00,0.3707
2040.00,0.3705
2039.00,0.3704
2038.00,0.3703
2037.00,0.3703
2036.00,0.3703
2035.00,0.3704
2034.00,0.3704
2033.00,0.3705
2032.00,0.3706
2031.00,0.3707
2030.00,0.3708
2029.00,0.3709
2028.00,0.3710
2027.00,0.3711
2026.00,0.3711
2025.00,0.3711
2024.00,0.3710
2023.00,0.3709
2022.00,0.3708
2021.00,0.3707
2020.00,0.3706
2019.00,0.3704
2018.00,0.3701
2017.00,0.3699
2016.00,0.3697
2015.00,0.3695
2014.00,0.3693
2013.00,0.3689
2012.00,0.3686
2011.00,0.3681
2010.00,0.3676
2009.00,0.3671
2008.00,0.3665
2007.00,0.3660
2006.00,0.3654
2005.00,0.3648
2004.00,0.3641
2003.00,0.3635
2002.00,0.3629
2001.00,0.3623
2000.00,0.3618
1999.00,0.3612
1998.00,0.3606
1997.00,0.3600
1996.00,0.3595
1995.00,0.3589
1994.00,0.3582
1993.00,0.3576
1992.00,0.3570
1991.00,0.3564
1990.00,0.3559
1989.00,0.3554
1988.00,0.3549
1987.00,0.3544
1986.00,0.3540
1985.00,0.3535
1984.00,0.3531
1983.00,0.3527
1982.00,0.3522
1981.00,0.3518
1980.00,0.3513
1979.00,0.3509
1978.00,0.3504
1977.00,0.3499
1976.00,0.3495
1975.00,0.3490
1974.00,0.3485
1973.00,0.3480
1972.00,0.3475
1971.00,0.3471
1970.00,0.3466
1969.00,0.3462
1968.00,0.3457
1967.00,0.3451
1966.00,0.3446
1965.00,0.3442
1964.00,0.3438
1963.00,0.3435
1962.00,0.3430
1961.00,0.3426
1960.00,0.3421
1959.00,0.3416
1958.00,0.3412
1957.00,0.3408
1956.00,0.3404
1955.00,0.3401
1954.00,0.3397
1953.00,0.3393
1952.00,0.3390
1951.00,0.3386
1950.00,0.3382
1949.00,0.3379
1948.00,0.3375
1947.00,0.3372
1946.00,0.3369
1945.00,0.3366
1944.00,0.3364
1943.00,0.3361
1942.00,0.3359
1941.00,0.3357
1940.00,0.3356
1939.00,0.3354
1938.00,0.3352
1937.00,0.3351
1936.00,0.3350
1935.00,0.3348
1934.00,0.3347
1933.00,0.3345
1932.00,0.3344
1931.00,0.3343
1930.00,0.3343
1929.00,0.3342
1928.00,0.3341
1927.00,0.3340
1926.00,0.3337
1925.00,0.3335
1924.00,0.3332
1923.00,0.3328
1922.00,0.3324
1921.00,0.3321
1920.00,0.3317
1919.00,0.3313
1918.00,0.3308
1917.00,0.3303
1916.00,0.3298
1915.00,0.3293
1914.00,0.3289
1913.00,0.3285
1912.00,0.3281
1911.00,0.3277
1910.00,0.3272
1909.00,0.3268
1908.00,0.3266
1907.00,0.3263
1906.00,0.3260
1905.00,0.3258
1904.00,0.3255
1903.00,0.3253
1902.00,0.3251
1901.00,0.3249
1900.00,0.3248
1899.00,0.3246
1898.00,0.3243
1897.00,0.3241
1896.00,0.3239
1895.00,0.3238
1894.00,0.3237
1893.00,0.3237
1892.00,0.3237
1891.00,0.3236
1890.00,0.3235
1889.00,0.3234
1888.00,0.3236
1887.00,0.3236
1886.00,0.3237
1885.00,0.3237
1884.00,0.3238
1883.00,0.3238
1882.00,0.3239
1881.00,0.3243
1880.00,0.3248
1879.00,0.3254
1878.00,0.3262
1877.00,0.3271
1876.00,0.3283
1875.00,0.3296
1874.00,0.3313
1873.00,0.3332
1872.00,0.3353
1871.00,0.3372
1870.00,0.3388
1869.00,0.3400
1868.00,0.3405
1867.00,0.3407
1866.00,0.3408
1865.00,0.3410
1864.00,0.3413
1863.00,0.3419
1862.00,0.3426
1861.00,0.3435
1860.00,0.3446
1859.00,0.3459
1858.00,0.3474
1857.00,0.3490
1856.00,0.3502
1855.00,0.3503
1854.00,0.3491
1853.00,0.3464
1852.00,0.3429
1851.00,0.3393
1850.00,0.3360
1849.00,0.3331
1848.00,0.3306
1847.00,0.3286
1846.00,0.3270
1845.00,0.3258
1844.00,0.3250
1843.00,0.3245
1842.00,0.3242
1841.00,0.3240
1840.00,0.3238
1839.00,0.3235
1838.00,0.3230
1837.00,0.3225
1836.00,0.3218
1835.00,0.3212
1834.00,0.3204
1833.00,0.3197
1832.00,0.3190
1831.00,0.3184
1830.00,0.3177
1829.00,0.3171
1828.00,0.3167
1827.00,0.3164
1826.00,0.3160
1825.00,0.3157
1824.00,0.3154
1823.00,0.3151
1822.00,0.3148
1821.00,0.3146
1820.00,0.3145
1819.00,0.3143
1818.00,0.3140
1817.00,0.3138
1816.00,0.3136
1815.00,0.3135
1814.00,0.3132
1813.00,0.3130
1812.00,0.3128
1811.00,0.3126
1810.00,0.3124
1809.00,0.3122
1808.00,0.3121
1807.00,0.3119
1806.00,0.3118
1805.00,0.3116
1804.00,0.3114
1803.00,0.3112
1802.00,0.3111
1801.00,0.3110
1800.00,0.3111
1799.00,0.3112
1798.00,0.3110
1797.00,0.3108
1796.00,0.3107
1795.00,0.3105
1794.00,0.3104
1793.00,0.3104
1792.00,0.3106
1791.00,0.3107
1790.00,0.3107
1789.00,0.3108
1788.00,0.3108
1787.00,0.3107
1786.00,0.3105
1785.00,0.3104
1784.00,0.3104
1783.00,0.3104
1782.00,0.3104
1781.00,0.3103
1780.00,0.3103
1779.00,0.3103
1778.00,0.3102
1777.00,0.3102
1776.00,0.3102
1775.00,0.3102
1774.00,0.3100
1773.00,0.3100
1772.00,0.3102
1771.00,0.3105
1770.00,0.3104
1769.00,0.3103
1768.00,0.3103
1767.00,0.3103
1766.00,0.3103
1765.00,0.3102
1764.00,0.3102
1763.00,0.3103
1762.00,0.3103
1761.00,0.3105
1760.00,0.3107
1759.00,0.3109
1758.00,0.3110
1757.00,0.3115
1756.00,0.3122
1755.00,0.3127
1754.00,0.3128
1753.00,0.3129
1752.00,0.3132
1751.00,0.3135
1750.00,0.3138
1749.00,0.3142
1748.00,0.3147
1747.00,0.3151
1746.00,0.3153
1745.00,0.3155
1744.00,0.3158
1743.00,0.3161
1742.00,0.3163
1741.00,0.3165
1740.00,0.3170
1739.00,0.3173
1738.00,0.3172
1737.00,0.3170
1736.00,0.3169
1735.00,0.3168
1734.00,0.3163
1733.00,0.3158
1732.00,0.3156
1731.00,0.3156
1730.00,0.3155
1729.00,0.3156
1728.00,0.3159
1727.00,0.3160
1726.00,0.3160
1725.00,0.3161
1724.00,0.3163
1723.00,0.3165
1722.00,0.3165
1721.00,0.3164
1720.00,0.3165
1719.00,0.3168
1718.00,0.3172
1717.00,0.3175
1716.00,0.3181
1715.00,0.3186
1714.00,0.3191
1713.00,0.3196
1712.00,0.3202
1711.00,0.3207
1710.00,0.3210
1709.00,0.3215
1708.00,0.3220
1707.00,0.3227
1706.00,0.3235
1705.00,0.3245
1704.00,0.3253
1703.00,0.3257
1702.00,0.3259
1701.00,0.3267
1700.00,0.3285
1699.00,0.3297
1698.00,0.3299
1697.00,0.3304
1696.00,0.3317
1695.00,0.3332
1694.00,0.3340
1693.00,0.3344
1692.00,0.3348
1691.00,0.3354
1690.00,0.3360
1689.00,0.3368
1688.00,0.3375
1687.00,0.3380
1686.00,0.3384
1685.00,0.3396
1684.00,0.3422
1683.00,0.3443
1682.00,0.3448
1681.00,0.3455
1680.00,0.3466
1679.00,0.3478
1678.00,0.3487
1677.00,0.3495
1676.00,0.3510
1675.00,0.3529
1674.00,0.3544
1673.00,0.3554
1672.00,0.3563
1671.00,0.3573
1670.00,0.3589
1669.00,0.3611
1668.00,0.3631
1667.00,0.3644
1666.00,0.3651
1665.00,0.3658
1664.00,0.3671
1663.00,0.3689
1662.00,0.3708
1661.00,0.3726
1660.00,0.3741
1659.00,0.3755
1658.00,0.3766
1657.00,0.3776
1656.00,0.3786
1655.00,0.3795
1654.00,0.3815
1653.00,0.3861
1652.00,0.3900
1651.00,0.3909
1650.00,0.3910
1649.00,0.3915
1648.00,0.3933
1647.00,0.3971
1646.00,0.4012
1645.00,0.4040
1644.00,0.4061
1643.00,0.4080
1642.00,0.4101
1641.00,0.4123
1640.00,0.4142
1639.00,0.4153
1638.00,0.4155
1637.00,0.4146
1636.00,0.4121
1635.00,0.4082
1634.00,0.4049
1633.00,0.4027
1632.00,0.4010
1631.00,0.3995
1630.00,0.3982
1629.00,0.3977
1628.00,0.3980
1627.00,0.3986
1626.00,0.3991
